first_name,last_name,dob,company_id,last_active,score,member_since,state
Rhonda,Curtis,1969/12/14,7,2018/03/30,87,2013,CT
Gail,Brown,1962/12/21,20,2018/12/24,79,1977,ID
Joanna,Maxwell,1997/03/25,20,2018/05/19,32,2010,SD
Carla,Burns,1963/08/07,0,2018/01/18,86,2013,IA
Mary,Wade,1997/09/11,0,2018/05/26,69,2004,KS
Claudia,Whitney,1984/04/14,8,2018/12/14,63,1979,SC
Chad,Mitchell,1959/03/31,12,2018/12/21,48,1984,HI
Matthew,Paul,1965/03/07,13,2018/01/21,56,2013,KS
Patricia,Sanders,1962/01/19,5,2018/03/03,38,1977,PA
Johnathan,Miller,1966/02/19,9,2018/11/16,43,1996,OH
Traci,Wilson,1978/09/05,7,2018/10/30,94,1988,OK
John,Bishop,1987/11/16,9,2018/10/15,35,1970,ND
Dustin,House,1981/12/24,1,2018/09/19,52,2001,MS
Jorge,Hartman,1987/10/25,5,2018/11/14,44,1982,NY
James,Smith,1998/03/29,20,2018/08/21,73,1983,WY
Nicole,Newman,1988/04/22,17,2018/04/20,58,1970,VT
Melissa,Stevenson,1968/08/02,7,2018/05/26,64,1975,AZ
Susan,Hernandez,1966/03/23,1,2018/08/04,99,1992,SD
Stephen,Gibson,1982/06/14,13,2018/09/25,35,1971,WV
Nancy,Jackson,1977/07/15,20,2018/05/06,96,1999,PA
Erin,Thomas,1981/08/23,10,2018/03/21,33,1994,VA
Daniel,Poole,1965/07/26,4,2018/12/29,73,1987,NV
Kathy,Fitzpatrick,1966/09/13,3,2018/12/15,40,1991,CA
Christine,Davis,1970/09/12,0,2018/05/05,96,1994,FL
Nicholas,Gibson,1974/05/03,17,2018/03/12,79,1999,OR
Brittany,Torres,1977/06/13,20,2018/11/04,83,1981,WV
Roberta,Johnson,1970/03/19,2,2018/08/05,90,1996,NE
Jesus,Torres,1994/02/24,18,2018/10/16,63,2008,NY
Destiny,Glover,1983/08/24,13,2018/08/20,35,2006,VT
Stephanie,Simpson,1973/02/14,1,2018/11/18,33,2009,DC
Matthew,Turner,1987/07/24,18,2018/09/05,55,1996,MO
Brian,Martin,1966/03/13,10,2018/04/24,33,1976,FL
Kenneth,Crawford,1982/01/26,20,2018/10/31,34,2006,CA
Stacy,Tucker,1982/02/03,19,2018/11/07,97,1997,NV
Austin,Fry,1982/11/17,13,2018/10/30,70,1978,NY
Patricia,Galloway,1966/02/23,6,2018/03/05,41,1993,DE
Jorge,Webb,1997/02/02,16,2018/02/22,75,1995,MN
Patrick,Dixon,1975/03/21,6,2019/01/02,87,1991,UT
William,Thompson,1985/11/20,0,2018/12/27,78,1971,CT
Sara,Hinton,1997/02/17,14,2018/02/15,41,2013,VT
Brett,Harris,1995/02/10,8,2018/01/30,62,1997,WY
Brian,Wilson,1975/09/07,19,2018/12/13,37,1970,CT
Kimberly,Vance,1982/07/26,5,2018/06/01,70,1995,IL
Jacqueline,Rowland,1978/08/29,10,2018/11/27,60,1971,CO
Samuel,Hubbard,1975/03/23,14,2018/08/27,82,1974,DE
Cheryl,Mckee,1961/10/08,2,2018/07/18,91,1992,OH
Jessica,Lee,1968/02/05,7,2018/11/01,61,2007,ND
Matthew,Hernandez,1968/07/01,11,2018/09/15,67,1980,WY
Charles,Contreras,1981/05/09,7,2018/07/27,79,2012,HI
Phillip,Aguilar,1962/07/27,2,2018/09/13,90,1973,NJ
Deborah,Coffey,1962/09/14,14,2018/08/22,53,1987,CT
Amy,Perry,1965/09/30,13,2018/10/26,42,1974,VA
Henry,Collins,1987/07/27,19,2018/10/11,37,2014,IN
Tanner,Matthews,1968/06/26,15,2018/03/16,82,1976,NV
Lisa,Fowler,1976/03/11,4,2018/07/26,54,2013,KS
Jacqueline,Brown,1978/11/26,1,2018/11/16,43,1992,AK
Joseph,Grimes,1963/02/13,5,2018/08/06,30,1979,ME
Samantha,Gonzales,1985/03/30,8,2018/11/06,86,1988,TN
Patrick,Henderson,1980/05/18,16,2018/06/01,50,1995,NM
Maria,Thompson,1991/02/02,5,2018/08/03,68,1984,NJ
Ana,Rangel,1962/07/01,5,2018/05/23,33,2011,MO
Erika,Brennan,1996/04/13,19,2018/04/07,54,1975,DC
Lisa,Roberts,1981/02/15,5,2018/04/01,99,1972,NY
Jennifer,Vaughan,1959/09/03,11,2019/01/08,36,2007,SD
Gregory,Barnett,1965/11/27,15,2018/09/01,41,1978,CO
Brandon,Mora,1987/09/29,4,2018/12/15,88,2009,MS
Robert,Becker,1974/08/08,2,2018/09/01,87,1987,NH
Craig,Brown,1988/12/09,13,2018/08/26,35,1999,ME
James,Thompson,1991/09/07,10,2018/01/09,87,2012,TN
William,James,1978/02/06,1,2018/07/19,94,2012,ID
Jessica,Hernandez,1989/08/14,13,2018/01/16,37,2000,MA
Anna,Mcdaniel,1990/04/26,14,2018/10/05,39,1988,NE
Wendy,Cline,1969/07/19,19,2018/06/15,65,2014,TX
Kenneth,Price,1983/12/28,2,2018/07/31,41,1970,LA
Caitlin,Davis,1987/11/02,6,2018/10/24,79,1997,NE
Anthony,Carter,1970/02/21,7,2018/03/29,93,2009,NV
Douglas,Hayden,1964/12/11,19,2018/07/12,98,2018,CO
John,Gonzalez,1972/01/28,3,2018/05/09,67,2014,MI
Laura,Hogan,1971/08/28,0,2018/03/28,56,1985,OK
Nicholas,Lyons,1998/02/19,3,2018/08/08,88,1999,MI
Sean,Patterson,1990/11/25,19,2018/12/18,99,1976,MT
Sherry,Mendoza,1989/03/11,6,2018/06/22,44,2006,VT
Cindy,Norris,1976/03/05,8,2018/11/02,39,1980,MN
Parker,Pearson,1971/04/25,9,2018/12/14,77,1985,MO
Thomas,Lane,1990/03/22,19,2018/02/17,49,2009,WA
Tracie,Navarro,1963/07/09,20,2018/07/25,85,2004,PA
Brandon,Gonzales,1979/03/18,20,2018/01/19,79,2008,SC
Emily,Evans,1969/07/06,12,2018/01/15,90,1996,LA
Lauren,Williams,1966/08/16,12,2018/07/17,86,1999,ND
Charles,Martinez,1983/01/17,10,2018/11/23,32,1976,OR
Christian,Simmons,1979/10/26,17,2018/07/31,72,1975,OR
Daniel,Anderson,1995/07/29,18,2018/04/08,86,1972,KY
Edgar,Singleton,1997/10/28,8,2018/03/14,91,1972,IL
John,West,1989/07/16,7,2019/01/06,33,1988,NY
Robin,Moyer,1991/03/20,4,2018/11/10,97,1997,AL
Jenna,Medina,1981/05/08,18,2018/12/20,71,1998,SD
Kenneth,Kerr,1984/08/29,9,2018/03/31,97,2012,OR
Vincent,Smith,1978/05/29,4,2018/03/20,43,1975,LA
Cindy,West,1977/01/26,17,2018/11/21,32,1996,CT
Amanda,Faulkner,1977/02/26,19,2018/07/28,44,1993,MS
Steven,Miller,1981/01/05,20,2018/06/24,88,1990,KS
Anthony,Mcdonald,1961/08/07,6,2018/08/18,99,1979,NY
Brenda,Ashley,1961/03/01,3,2018/08/26,90,1982,DC
Richard,Anderson,1991/06/18,20,2018/10/13,50,2013,MS
Travis,Soto,1994/09/09,14,2018/12/28,43,1983,WA
Joshua,Stephens,1970/05/27,10,2018/12/30,93,1990,CT
Teresa,Rivas,1970/05/09,8,2018/03/03,94,2017,WA
Joshua,Hernandez,1964/02/03,19,2018/02/08,80,1987,WA
Cassandra,Gillespie,1963/02/20,2,2018/02/24,57,2008,NM
Jessica,Cross,1997/12/18,4,2018/04/25,75,1994,VA
Timothy,Mccoy,1969/02/12,9,2018/12/07,81,1994,SD
Adrienne,Robinson,1995/08/07,1,2018/04/27,53,2016,MO
Danielle,Garcia,1967/01/15,14,2018/05/29,62,2012,NY
Janice,Martin,1978/03/09,9,2018/01/10,32,2010,FL
Regina,Ferrell,1968/06/14,16,2018/03/11,78,1981,IN
Lisa,Lawson,1965/10/08,9,2018/11/19,88,1974,WA
Cynthia,Mckinney,1979/06/28,15,2018/07/01,47,2007,VT
Daniel,Meyers,1995/11/17,13,2018/10/30,56,1997,CT
James,Richardson,1994/03/08,15,2018/11/28,72,1981,MD
Austin,Davis,1992/05/09,14,2018/09/20,32,2012,AL
Keith,Williamson,1996/07/13,0,2018/07/17,32,1972,NH
Brian,Bradley,1990/02/28,7,2018/06/17,43,2005,ID
Jennifer,Vasquez,1996/09/22,16,2018/08/06,97,2004,GA
Lauren,Hernandez,1983/09/26,1,2018/01/10,89,2002,MS
Ryan,Orr,1981/02/19,2,2018/03/08,72,2010,CO
Carrie,Perez,1977/10/19,11,2018/07/02,66,2012,VA
Crystal,Martinez,1965/07/16,20,2018/06/02,49,1970,MI
Terry,Smith,1973/04/06,4,2018/08/12,89,2012,MA
Anna,Collier,1977/03/06,17,2018/05/21,86,2008,NC
Morgan,Calderon,1989/06/24,13,2018/09/04,35,1970,NE
Jennifer,Mcdowell,1969/12/05,4,2018/05/08,52,1979,SC
Christina,Clark,1989/08/26,13,2018/07/16,98,1974,AL
Sara,Hardy,1991/05/21,17,2018/08/26,64,1984,VA
William,Hernandez,1965/05/21,6,2018/12/27,96,2015,MS
Nicholas,Johnson,1982/04/12,10,2018/07/07,79,2009,NC
Nancy,Miller,1980/09/21,5,2018/03/03,30,1975,RI
Kristopher,Martinez,1994/04/20,3,2018/04/10,98,1992,WV
Rachel,Morris,1961/11/27,16,2018/09/30,70,1985,AK
Briana,Pearson,1960/12/16,9,2018/12/18,62,2010,MA
Robert,Garrison,1989/06/20,15,2018/08/20,82,2018,AZ
Troy,Wright,1992/04/29,16,2018/12/11,92,1975,CO
Keith,Lara,1984/12/03,2,2018/12/05,34,2005,MS
Samuel,Diaz,1990/04/11,20,2018/11/30,52,2002,CT
Karla,Hahn,1996/01/17,3,2018/02/10,41,2006,VA
Nicholas,King,1995/01/20,2,2018/05/14,50,1994,KY
Paul,Levine,1992/10/13,3,2018/01/22,44,1978,GA
James,Franklin,1967/02/22,17,2018/09/09,91,1986,ID
Robert,Jones,1967/11/01,6,2018/01/15,49,2009,MO
Michael,Esparza,1964/08/11,9,2018/12/23,57,2009,ME
Brittany,Kirk,1981/04/22,13,2018/08/12,83,2000,VA
Francisco,Guzman,1996/11/22,5,2018/05/28,46,1995,AR
Dustin,Reyes,1982/02/04,14,2018/01/14,44,2004,VT
Brittany,Flynn,1959/10/17,14,2018/06/14,77,1973,NJ
Melissa,Donaldson,1976/07/06,14,2018/12/23,79,1989,OK
Evan,Williams,1999/01/09,12,2018/03/08,30,1995,NY
Donald,Cantu,1970/12/11,1,2018/02/10,58,1977,SC
Natasha,Dawson,1976/12/03,11,2018/03/26,63,2011,AK
Catherine,Johnson,1961/12/29,15,2018/12/22,90,1993,MO
Elizabeth,Pearson,1985/03/19,8,2018/08/23,39,1988,TN
Sandra,Delacruz,1975/08/14,20,2018/10/22,56,2007,HI
Keith,Wilkins,1967/01/29,16,2018/10/24,91,1987,RI
Tiffany,Thomas,1963/01/05,5,2018/08/10,72,1987,WY
Erin,Perez,1966/07/18,13,2018/07/01,63,1999,KY
Cynthia,Sheppard,1979/05/25,4,2018/06/10,76,1975,AK
Rebecca,Phillips,1965/07/17,6,2018/11/09,85,2000,AR
Anna,Jones,1960/10/09,2,2018/05/22,65,1974,NV
Amy,Buck,1977/01/04,16,2018/08/19,33,2019,NV
Mario,Garza,1984/06/09,12,2018/10/18,58,1997,UT
Mike,Burns,1993/11/20,0,2018/10/04,61,1988,NJ
Kathryn,Fox,1991/09/19,18,2018/08/22,75,2000,AL
Theresa,Johnson,1961/06/17,3,2018/02/08,61,1997,PA
Teresa,Webb,1995/04/02,7,2018/06/18,37,2006,IN
Carmen,Haley,1974/11/17,11,2019/01/03,49,1983,FL
Gary,Peters,1979/01/27,8,2018/12/12,37,1984,FL
Jason,Clark,1977/03/26,1,2018/05/27,33,2009,WV
Kayla,Hayes,1960/12/10,10,2018/08/21,94,1995,WI
Amy,Nelson,1983/04/13,8,2018/01/31,74,1988,MI
Mary,Turner,1992/12/31,4,2018/04/24,56,2001,NH
Daniel,Greene,1978/09/27,12,2018/01/30,54,1992,SD
Robert,Garcia,1975/08/15,17,2018/08/26,47,1990,NE
Jacqueline,Nelson,1991/06/25,2,2018/06/18,63,2005,KY
Crystal,Cooper,1965/05/03,1,2018/07/09,31,1988,WI
Cynthia,Mathis,1981/09/22,13,2018/12/08,47,1976,MN
Melissa,Wilson,1979/05/27,1,2018/09/03,53,2002,ME
Mark,Wheeler,1981/02/10,20,2018/05/13,90,2009,LA
Mike,Booth,1974/10/30,3,2018/10/13,44,2010,SD
James,Hale,1976/02/01,10,2018/10/27,49,1998,MN
Ann,Jackson,1991/07/31,8,2018/06/19,47,2017,IA
Jose,Manning,1959/09/22,3,2018/10/15,81,2010,OK
Jessica,Mahoney,1959/10/27,18,2018/02/12,91,1980,MI
Fred,Brown,1987/05/08,16,2018/03/17,48,1989,ME
Lori,Conway,1990/11/02,10,2018/12/15,72,1985,FL
John,Hayden,1960/06/01,2,2018/11/02,35,2004,MN
Mary,Hickman,1963/04/18,8,2018/11/25,96,1977,AK
Jennifer,Smith,1990/04/13,6,2018/01/22,70,1975,WA
Donald,Garcia,1961/11/07,1,2018/04/05,71,1984,MS
Michael,Oliver,1979/11/07,2,2018/12/15,64,1982,CT
Brianna,Welch,1985/07/06,20,2018/08/01,75,1982,MO
Sarah,Williams,1982/05/15,3,2018/06/20,70,2015,NC
Maria,Garza,1990/04/20,13,2018/05/05,59,2017,CT
Karen,Rhodes,1996/09/26,2,2018/11/25,49,2018,FL
Hailey,Mccoy,1973/12/06,10,2018/12/25,63,2012,NJ
Timothy,Richardson,1981/01/20,4,2018/10/08,46,2005,NV
Raymond,Ball,1989/12/01,9,2018/11/15,39,1994,MO
Vanessa,Cohen,1984/04/20,6,2018/10/28,96,1981,PA
Kenneth,Thomas,1971/11/13,17,2018/05/29,86,1971,NH
Sarah,Watson,1984/10/02,14,2018/07/21,52,2008,VA
Julie,Park,1990/01/14,4,2018/05/21,80,1972,UT
David,Morales,1970/05/09,19,2018/05/16,93,1972,AZ
Marcus,Porter,1993/12/23,13,2018/04/02,85,1990,NC
Jacob,Taylor,1994/10/08,3,2018/08/29,94,2002,SD
Roberto,Davis,1980/09/08,5,2018/09/16,83,2011,OH
Robert,Howard,1961/07/18,3,2018/12/11,67,1974,CT
Christian,Davis,1977/02/27,6,2018/04/20,81,1987,KS
David,Walker,1977/07/08,6,2018/09/05,90,1993,KY
Victor,Lowe,1964/08/31,5,2018/04/21,56,2004,WI
Sarah,Sellers,1967/08/01,16,2018/02/16,80,1998,CT
Amy,Gonzales,1987/09/02,15,2018/03/16,37,2013,NC
Judith,Roberts,1994/12/12,1,2018/12/08,71,2009,IL
Jillian,Moore,1969/05/22,20,2018/04/24,47,1975,DC
Elizabeth,Grimes,1990/09/19,7,2018/04/20,42,2003,NC
Andrew,Adams,1987/06/26,15,2018/07/20,86,2007,UT
Zachary,Pitts,1977/11/07,10,2018/03/22,95,1997,RI
Mark,Adkins,1990/11/02,18,2018/02/20,40,1999,CT
Alice,Little,1968/05/02,10,2018/08/29,47,2000,IN
Jerry,Mcdonald,1980/10/17,10,2018/09/15,33,2013,OK
Keith,Le,1966/03/22,3,2018/09/20,57,1998,AK
Olivia,Schaefer,1991/12/03,19,2018/10/01,57,2014,IL
Eric,Moore,1993/06/18,17,2018/08/13,48,1975,SD
Lori,Anderson,1972/03/01,12,2018/11/04,77,1985,PA
Laura,Hernandez,1990/06/14,15,2018/07/21,80,1985,RI
Thomas,White,1962/04/11,4,2018/03/30,42,1984,OR
Jerry,Thompson,1984/05/05,11,2018/06/15,54,1977,NM
Michelle,Boyer,1990/03/24,0,2018/10/06,54,1988,CT
Cheryl,Mendoza,1966/05/06,10,2018/03/22,59,1982,VT
Jacob,Wu,1973/09/18,4,2018/11/26,63,2014,CO
Raymond,Warren,1972/06/01,4,2018/10/23,78,1996,MO
Patricia,Williams,1961/08/13,5,2018/06/28,53,2012,ID
Patricia,Adams,1965/10/05,4,2018/06/26,60,1981,CT
Kristin,Kim,1964/06/23,6,2018/03/28,92,1990,MT
Jill,Leon,1988/04/12,12,2018/08/12,38,2002,FL
Amy,Galloway,1994/03/28,7,2018/11/21,59,2000,VA
Holly,Harris,1970/07/10,0,2018/10/29,83,1995,MO
Shelley,Davis,1981/08/15,5,2018/05/29,84,1994,KS
Brian,Leon,1961/09/29,16,2018/03/28,34,1972,WI
Joshua,Jones,1969/07/23,4,2018/02/23,38,2013,OK
Jessica,Miller,1959/09/22,1,2018/04/20,44,2010,MA
Jill,Green,1970/12/03,6,2019/01/03,49,2018,NY
Christopher,Walters,1980/01/24,7,2018/12/06,55,1981,IL
Joseph,Rhodes,1989/02/18,2,2018/05/16,36,1970,AL
Sharon,Walsh,1968/02/17,14,2018/10/14,83,1978,TN
Zachary,Hall,1959/05/03,9,2018/02/09,89,2010,ID
Leon,Gross,1986/07/31,9,2018/02/07,52,1976,NV
Ann,Mitchell,1968/05/21,5,2018/05/27,49,1987,NE
Brandy,Taylor,1997/09/30,11,2018/08/14,37,2004,MS
William,Vega,1978/08/05,18,2018/07/06,60,1975,AL
Samuel,Gonzales,1963/07/19,13,2018/12/12,59,1993,IN
Carrie,Ingram,1980/11/16,13,2018/01/09,83,1990,IL
Scott,Rodriguez,1998/01/31,3,2018/10/03,94,1980,CO
Monique,Potter,1964/01/18,12,2018/10/29,84,2010,FL
Jennifer,Cooper,1992/03/24,3,2018/03/15,85,2011,NV
Natalie,Rivera,1959/03/28,11,2018/07/31,48,2011,WA
James,Jennings,1998/03/03,3,2018/11/06,87,1980,CO
Richard,Taylor,1991/02/09,1,2018/04/19,62,1988,NH
Alexander,Sparks,1996/06/01,8,2018/08/16,95,2013,OH
Stacey,Hill,1992/02/24,14,2018/09/04,78,2007,TX
Thomas,Bennett,1960/02/09,5,2018/03/18,35,1998,AL
Stephen,Duncan,1989/12/07,9,2018/12/05,42,1975,CT
Sarah,Cuevas,1989/01/25,8,2018/04/02,82,2001,GA
Jackson,Edwards,1979/12/23,14,2018/05/02,53,1988,ID
Mary,Hawkins,1970/01/08,7,2018/02/23,85,2016,NM
Michael,Powers,1982/01/14,2,2018/11/10,66,2002,IA
Katrina,Stokes,1996/07/19,10,2018/11/20,92,2000,UT
Dorothy,Ross,1996/03/31,10,2018/11/30,57,1997,MI
Sarah,Johnson,1979/11/15,1,2018/03/30,55,1999,CA
Stephen,Sanchez,1978/04/20,4,2018/07/22,65,1998,VT
Adam,Hatfield,1978/03/28,0,2018/10/13,76,1971,AK
Timothy,Stephens,1983/07/04,16,2018/03/29,53,1997,GA
Ryan,Johnson,1983/01/16,12,2018/03/06,77,2002,OK
Brendan,Warren,1989/09/26,5,2018/10/19,58,2007,VT
James,Herman,1971/01/25,0,2018/11/13,53,1980,AR
Cassandra,Ritter,1979/03/12,5,2018/03/05,77,1993,OH
Kathryn,Scott,1991/12/03,3,2018/10/11,81,2011,TX
William,Mullen,1989/03/26,8,2018/01/16,89,1978,SD
Glen,Norton,1982/06/24,12,2018/08/25,97,1976,IN
Jorge,Hoffman,1961/12/25,18,2018/11/10,71,1978,PA
Paula,Davenport,1996/11/07,15,2018/03/03,69,1987,PA
Mary,Cook,1993/10/18,0,2018/02/17,64,1974,OH
Mark,Galvan,1978/08/29,9,2018/12/30,88,1980,VA
Julie,Sparks,1968/04/16,15,2018/04/21,76,2000,NV
Daniel,Manning,1984/01/23,14,2018/09/29,73,1979,SD
Angela,Wright,1996/06/30,8,2018/11/20,78,1973,CA
Andrew,Hernandez,1997/12/01,4,2018/10/31,63,1970,AR
Kelly,Smith,1980/10/30,13,2018/10/21,73,1971,IL
Anna,Jones,1980/07/16,8,2018/03/23,46,1984,CT
Robert,Cervantes,1989/06/27,13,2018/02/01,97,1986,MO
Amanda,Oconnell,1993/02/08,15,2018/07/10,72,1971,ME
Erin,Carroll,1985/05/26,3,2018/11/10,60,2001,FL
Anthony,Sutton,1965/10/08,6,2018/08/19,52,1974,DC
Christine,Melendez,1969/09/21,6,2018/06/14,98,2014,MT
Jessica,Owens,1998/07/11,17,2018/11/26,96,1988,HI
Adam,Medina,1974/01/13,11,2018/07/17,30,1992,LA
Kaitlyn,Watson,1979/11/01,14,2018/08/14,37,2009,LA
Lisa,Morales,1966/12/27,15,2018/01/27,75,1989,OK
Katherine,Mullins,1967/03/02,9,2018/09/09,48,2005,FL
Jessica,West,1961/04/24,20,2018/11/08,52,2014,LA
James,Johnston,1963/09/20,11,2018/05/28,77,2008,IL
Aaron,Merritt,1986/07/03,2,2018/07/20,39,2016,CT
Lynn,Chung,1988/10/08,7,2018/05/11,60,1994,WA
Andrew,Williams,1966/06/25,13,2018/02/24,36,2015,KY
William,Lopez,1965/11/12,0,2018/11/30,82,2015,TX
Lynn,Taylor,1970/07/04,5,2018/02/19,60,2017,MN
Aaron,Garcia,1990/08/17,2,2019/01/08,42,2015,MN
William,Barry,1978/02/07,15,2018/10/16,86,1971,HI
Troy,Wagner,1979/08/28,5,2018/03/14,62,1978,KY
James,Mercado,1963/11/09,2,2018/09/08,43,2007,OH
Peter,Gonzales,1980/09/09,3,2018/03/15,45,2007,NH
Kara,Pruitt,1973/10/13,14,2018/12/25,57,1982,UT
Ronald,Kelley,1978/04/01,0,2018/05/17,73,2000,LA
Jessica,Williamson,1972/08/01,1,2018/05/23,45,1980,SD
Amy,Lozano,1975/09/26,2,2018/04/10,63,2012,KS
Melissa,Rivers,1974/09/14,1,2018/05/21,73,2015,CA
David,Richardson,1987/12/03,13,2018/10/02,70,1974,MS
Julie,Moore,1973/04/18,17,2018/11/19,52,2018,WV
Thomas,Rose,1976/01/26,4,2018/02/07,81,1993,NV
Michael,Becker,1977/06/24,2,2018/04/17,69,2009,CA
Janet,Smith,1973/03/31,4,2018/09/12,85,2010,FL
Timothy,Chang,1990/10/08,3,2018/09/04,51,1974,OK
David,Johnson,1988/11/15,14,2018/03/15,67,2012,MT
Philip,Avila,1975/05/06,9,2018/10/03,64,2003,AL
Alan,Huffman,1999/01/04,16,2018/02/18,48,2005,NJ
Carlos,Flynn,1969/08/04,19,2018/10/29,42,2003,OK
Michael,Mcneil,1988/09/08,0,2018/11/13,70,1977,MN
Laura,Vance,1994/10/04,15,2018/03/07,38,1976,NJ
Dan,Gomez,1962/09/29,5,2018/11/28,36,2003,TN
Haley,Lopez,1967/10/31,11,2018/04/29,74,1986,ND
Kenneth,Smith,1998/03/21,2,2018/12/30,64,2003,WI
Emma,Doyle,1975/08/30,10,2018/01/22,94,1996,CT
Tammy,Jennings,1966/01/23,13,2019/01/04,98,1987,SD
Kimberly,Moyer,1990/01/30,15,2018/06/11,79,2004,GA
Jaime,Lopez,1976/01/27,11,2018/01/10,85,1986,NE
Ryan,Anderson,1971/05/25,6,2018/06/19,41,1990,SC
Daniel,Chavez,1996/12/18,0,2018/11/17,68,1995,RI
Linda,Fields,1981/05/09,13,2018/01/10,50,1988,WA
Melissa,Bell,1986/06/19,16,2018/01/09,51,1996,OK
Karen,Middleton,1994/03/12,17,2018/10/23,92,1985,IA
Paula,Zimmerman,1994/09/18,14,2018/09/22,42,1996,TX
Brian,Gill,1965/07/12,15,2018/04/21,75,1971,MO
Jessica,Thomas,1982/03/25,13,2018/02/06,86,1972,ND
Samantha,Decker,1997/03/07,7,2018/01/23,78,2011,ID
Laurie,Ferguson,1979/05/10,15,2018/12/05,33,1983,AR
Sara,Blackburn,1976/08/17,4,2018/05/06,87,1985,TX
Richard,Smith,1968/10/08,16,2018/06/19,72,2007,MA
Jeffery,Miller,1995/10/19,1,2018/07/01,68,1987,TX
Nicholas,Matthews,1971/10/14,13,2018/06/28,54,2011,NJ
Jared,George,1975/05/20,3,2018/05/12,32,1995,AL
Sandra,Gibbs,1992/05/21,4,2018/04/18,81,1998,MD
Derrick,Hall,1975/07/31,14,2018/08/27,60,1995,CA
Donald,Rollins,1965/01/14,7,2018/10/28,33,1989,AL
Jennifer,Gonzalez,1982/01/28,0,2018/02/14,78,1988,NC
Justin,Stevenson,1986/01/22,3,2018/03/13,97,2000,OK
Robert,Mitchell,1993/05/16,7,2018/04/13,55,1990,WY
Todd,Cooper,1967/09/16,18,2018/08/07,77,2016,KS
Morgan,Preston,1995/11/24,9,2018/08/11,71,1973,IA
Shane,Woods,1961/06/01,3,2018/07/11,36,1985,SD
John,Osborne,1974/05/24,7,2018/06/02,51,2006,AK
Vickie,Baker,1975/05/25,4,2018/07/30,53,2016,FL
Jessica,Buchanan,1996/02/08,9,2018/05/11,88,2014,KY
Melinda,Hall,1981/04/03,2,2018/07/12,96,1998,DE
Jody,Neal,1978/06/09,20,2018/10/03,74,1971,CT
Randy,Weaver,1964/06/20,0,2018/12/15,30,2000,WA
Adam,Irwin,1987/05/14,16,2018/03/08,80,1985,OR
Christina,Martin,1979/07/06,1,2018/02/26,49,2014,AL
Karen,Brown,1996/08/09,20,2018/03/01,70,1995,RI
Bradley,Reeves,1967/11/30,12,2018/08/16,46,1971,MI
Alexandra,Marquez,1976/10/25,6,2018/02/27,44,2018,TN
Elizabeth,Walls,1964/03/29,8,2018/08/06,41,1972,SC
Diana,Williams,1980/03/31,14,2018/01/20,94,2007,MD
Gary,Arellano,1979/11/06,5,2018/04/16,66,1981,MT
Jacqueline,Colon,1996/08/20,3,2018/05/03,57,1980,MO
Elizabeth,Castro,1959/07/20,11,2018/05/16,37,2016,OR
Ryan,Hicks,1987/06/08,11,2019/01/06,40,1981,MS
Sabrina,Gonzalez,1961/05/26,11,2018/04/24,48,2011,ID
Jay,Hicks,1985/01/21,0,2018/02/02,94,1982,HI
Erica,Hubbard,1995/10/03,2,2018/03/12,92,2019,DC
Jeffrey,Mcdonald,1971/05/16,2,2018/10/17,85,1981,MO
Benjamin,Ramos,1962/09/06,0,2018/08/11,71,1993,IA
Sarah,Church,1989/04/10,14,2018/08/30,40,2018,NE
Paul,Orr,1971/08/20,5,2018/07/02,70,1999,MA
Melissa,Brown,1993/08/22,14,2018/05/08,48,1986,NV
Brian,Tucker,1960/04/05,1,2018/03/04,98,1972,SC
Deborah,Vargas,1982/09/19,6,2018/03/07,77,2009,GA
Natasha,Duncan,1963/04/16,5,2018/02/24,41,1982,AL
Trevor,Juarez,1959/08/25,1,2018/04/02,59,2010,RI
Laura,Obrien,1983/04/24,3,2018/10/04,90,2001,WI
Joshua,Riley,1968/07/22,2,2019/01/09,36,1987,NV
Jeremy,Hill,1976/08/13,7,2018/02/04,65,1980,UT
David,Jones,1976/05/18,1,2018/04/15,55,1987,DE
Michael,Brown,1973/04/22,17,2018/06/04,67,1996,UT
Charles,Sullivan,1997/03/30,13,2018/01/24,39,1999,WI
Timothy,Macias,1972/09/15,1,2018/10/06,67,2010,HI
Edward,Lopez,1972/08/09,2,2018/09/21,98,2015,MN
Jennifer,Mann,1972/08/09,20,2018/12/01,71,1984,GA
Chase,Rodgers,1987/05/25,3,2018/08/31,57,1983,FL
Adam,Miller,1979/06/24,13,2018/09/28,31,1970,KS
Lisa,Hooper,1996/09/07,6,2018/11/15,89,2016,AZ
David,Johnson,1970/10/11,15,2018/09/09,50,2003,NH
Mark,Trujillo,1991/03/03,20,2018/06/08,68,1980,DC
Erica,Ayala,1985/11/25,18,2018/05/30,80,2002,VT
Ryan,Washington,1977/01/18,14,2018/04/02,92,1972,MD
Jennifer,Adams,1986/01/27,20,2018/03/29,66,2006,OR
Heather,Stephenson,1985/04/15,7,2018/03/02,66,2015,CT
Eric,Ramsey,1978/05/29,12,2018/08/08,47,1984,KS
Christopher,Perry,1973/10/03,16,2018/12/13,54,1972,AK
Daniel,Hunt,1985/12/01,16,2018/02/24,34,1971,MO
William,Hall,1960/12/09,17,2018/11/14,80,1984,FL
Jennifer,Key,1980/08/06,10,2018/09/20,48,2013,VT
Megan,Williams,1967/10/05,10,2018/11/06,38,1978,DE
Karen,Adams,1998/08/29,7,2018/02/25,78,1973,HI
